SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R000684-ZZ-AVG,"코코넛, 볶은것",견과류 및 종실류,100,g,592,1.00,5.30,47.00,44.40,-,-,"5,785",0,41.678,2.513,-,USDA('18),국립농업과학원
R000685-ZZ-AVG,"코코넛, 코코넛밀크",견과류 및 종실류,100,g,230,67.62,2.29,23.84,5.54,3.34,2.2,"2,500",0,21.140,1.275,-,USDA('18),국립농업과학원
R000686-ZZ-AVG,코코넛수,견과류 및 종실류,100,g,19,94.99,0.72,0.20,3.71,2.61,1.1,785,0,0.176,0.010,-,USDA('18),국립농업과학원
R000687-ZZ-AVG,"피스타치오, 말린것",견과류 및 종실류,100,g,560,4.37,20.16,45.32,27.17,7.66,10.6,"21,129",0,5.907,37.637,0,USDA('18),국립농업과학원
R000688-ZZ-AVG,"피스타치오, 볶은것",견과류 및 종실류,100,g,584,1.6,25.99,48.89,20.82,8.15,10.0,"21,687",0,5.77,40.93,0.06,농진청('14),국립농업과학원
R000689-ZZ-AVG,"피스타치오, 조미, 볶은것",견과류 및 종실류,100,g,583,1.3,22.90,48.22,24.66,5.95,9.3,"17,497",0,5.97,38.31,0.03,농진청('18),국립농업과학원
R000690-ZZ-AVG,"피칸, 말린것",견과류 및 종실류,100,g,691,3.52,9.17,71.97,13.86,3.97,9.6,"8,891",0,6.180,62.415,-,USDA('18),국립농업과학원
R000691-ZZ-AVG,"피칸, 조미, 볶은것",견과류 및 종실류,100,g,710,1.12,9.50,74.27,13.55,4.06,9.4,"9,210",0,6.283,64.529,-,USDA('18),국립농업과학원
R000692-ZZ-AVG,"해바라기씨, 말린것",견과류 및 종실류,100,g,589,4.4,21.93,52.26,18.58,2.68,8.1,"18,767",0,6.19,44.56,0.06,농진청('18),국립농업과학원
R000693-ZZ-AVG,"해바라기씨, 볶은것",견과류 및 종실류,100,g,582,1.20,19.33,49.80,24.07,2.73,11.1,"21,218",0,5.219,42.389,-,USDA('18),국립농업과학원
R000694-ZZ-AVG,"해바라기씨, 조미, 볶은것",견과류 및 종실류,100,g,587,2.6,20.1,56.3,17.2,-1.4,6.9,"-21,640",0,5.68,41.18,-,JAPAN('20),국립농업과학원
R000695-ZZ-AVG,"호두, 말린것",견과류 및 종실류,100,g,688,2.9,15.47,71.99,7.92,0,6.7,"13,900",0,5.87,62.86,0.13,농진청('14),국립농업과학원
R000696-ZZ-AVG,"호두, 볶은것",견과류 및 종실류,100,g,713,3.1,14.6,68.8,11.7,2.5,7.5,"15,540",0,6.87,60.54,-,JAPAN('20),국립농업과학원
R000697-ZZ-AVG,"호박씨, 말린것",견과류 및 종실류,100,g,548,6.7,35.35,48.18,5.34,0,4.9,"29,907",0,8.18,37.79,0.05,농진청('14),국립농업과학원
R000698-ZZ-AVG,"호박씨, 조미, 볶은것",견과류 및 종실류,100,g,590,4.5,26.5,51.8,12.0,-1.3,7.3,"-29,350",0,-9.03,-37.60,-,JAPAN('20),국립농업과학원
R000699-ZZ-AVG,"가시오갈피, 순, 생것",채소류,100,g,76,76.0,5.67,0.70,15.87,2.48,8.8,"4,155",0,0.18,0.49,0,농진청('15),국립농업과학원
R000700-ZZ-AVG,"가시오갈피, 순, 데친것",채소류,100,g,63,80.5,5.25,0.85,11.99,2.07,11.1,"3,012",0,0.14,0.67,0,농진청('15),국립농업과학원
R000701-ZZ-AVG,"가지, 생것",채소류,100,g,19,93.9,1.13,0.03,4.36,2.32,2.7,998,0,0.03,0,0,농진청('15),국립농업과학원
R000702-ZZ-AVG,"가지, 데친것",채소류,100,g,19,94.0,1.00,0.10,4.40,1.94,3.4,829,0,0.03,0.06,0,농진청('15),국립농업과학원
R000703-ZZ-AVG,"가지, 말린것",채소류,100,g,290,8.9,14.53,2.40,65.59,18.13,29.4,"10,383",0,0.98,1.22,0.09,농진청('15),국립농업과학원
R000704-ZZ-AVG,"가지, 염절임",채소류,100,g,22,90.4,1.4,0.1,5.2,-,2.7,"-1,053",0,-0.03,(Tr),-,JAPAN('20),국립농업과학원
R000705-ZZ-AVG,"갓, 생것",채소류,100,g,36,87.8,3.5,0.2,7.3,-,-,-,-,-,-,-,농진청('05),국립농업과학원
R000706-ZZ-AVG,"갓, 돌산갓, 생것",채소류,100,g,24,91.5,2.66,0.28,4.22,1.99,2.5,"2,437",0,0.06,0.18,0,농진청('17),국립농업과학원
R000707-ZZ-AVG,"개비름, 생것",채소류,100,g,23,91.3,2.72,0.29,3.96,0.31,3.4,"1,685",0,0.06,0.22,0,농진청('15),국립농업과학원
R000708-ZZ-AVG,"개비름, 데친것",채소류,100,g,27,90.6,2.98,0.41,4.51,0.27,4.1,"1,989",0,0.08,0.32,0,농진청('15),국립농업과학원
R000709-ZZ-AVG,"갯기름나물, 생것",채소류,100,g,47,84.2,3.71,0.41,9.67,0,6.2,"3,463",0,0.13,0.29,0,농진청('13),국립농업과학원
R000710-ZZ-AVG,"갯기름나물, 노지, 생것",채소류,100,g,41,85.8,3.94,0.32,7.91,0,5.1,"3,720",0,0.09,0.21,0,농진청('13),국립농업과학원
R000711-ZZ-AVG,"갯기름나물, 노지, 어린잎, 생것",채소류,100,g,53,82.3,4.17,0.52,10.92,0,7.1,"3,534",0,0.15,0.34,0,농진청('13),국립농업과학원
R000712-ZZ-AVG,"갯기름나물, 하우스, 생것",채소류,100,g,50,83.6,3.12,0.44,10.75,0,6.2,"2,838",0,0.15,0.27,0,농진청('13),국립농업과학원
R000713-ZZ-AVG,"갯기름나물, 하우스, 어린잎, 생것",채소류,100,g,44,84.9,3.59,0.36,9.09,0,6.4,"3,392",0,0.11,0.24,0,농진청('13),국립농업과학원
R000714-ZZ-AVG,"갯기름나물, 데친것",채소류,100,g,49,84.3,3.86,0.71,9.39,0,6.6,"3,574",0,0.14,0.57,0,농진청('13),국립농업과학원
R000715-ZZ-AVG,"갯기름나물, 노지, 데친것",채소류,100,g,44,85.6,3.62,0.57,8.56,0,6.4,"2,791",0,0.11,0.43,0,농진청('13),국립농업과학원
R000716-ZZ-AVG,"갯기름나물, 노지, 어린잎, 데친것",채소류,100,g,53,83.1,4.11,0.80,10.15,0,7.4,"3,655",0,0.15,0.61,0,농진청('13),국립농업과학원
R000717-ZZ-AVG,"갯기름나물, 하우스, 데친것",채소류,100,g,52,83.7,3.41,0.79,10.25,0,7.2,"3,281",0,0.15,0.60,0,농진청('13),국립농업과학원
R000718-ZZ-AVG,"갯기름나물, 하우스, 어린잎, 데친것",채소류,100,g,47,84.6,4.28,0.69,8.61,0,5.4,"3,493",0,0.13,0.53,0,농진청('13),국립농업과학원
R000719-ZZ-AVG,"갯나물, 세발나물, 생것",채소류,100,g,18,93.1,1.61,0.14,3.59,0,2.7,"1,351",0,0.03,0.11,0,농진청('13),국립농업과학원
R000720-ZZ-AVG,"갯나물, 세발나물, 데친것",채소류,100,g,23,92.0,2.29,0.28,4.20,0,3.8,"1,983",0,0.05,0.22,0,농진청('13),국립농업과학원
R000721-ZZ-AVG,"갯나물, 칠면초, 생것",채소류,100,g,27,88.6,2.7,0.3,5.0,-,-,-,-,-,-,-,농진청('98),국립농업과학원
R000722-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 노지, 생것",채소류,100,g,19,90.3,1.40,0.15,3.97,0,4.5,858,0,0.04,0.11,0,농진청('14),국립농업과학원
R000723-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 하우스, 생것",채소류,100,g,19,89.8,1.34,0.15,4.13,0,3.3,741,0,0.05,0.10,0,농진청('14),국립농업과학원
R000724-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 환",채소류,100,g,262,4.3,9.28,6.14,52.60,0.94,-,"5,785",0,0.84,5.02,0.02,농진청('16),국립농업과학원
R000725-ZZ-AVG,"게걸무, 생것",채소류,100,g,59,82.7,2.3,0.1,13.6,-,-,-,-,-,-,-,농진청('96),국립농업과학원
R000726-ZZ-AVG,"게걸무, 잎, 생것",채소류,100,g,23,90.9,2.7,0.2,4.2,-,-,-,-,-,-,-,농진청('96),국립농업과학원
R000727-ZZ-AVG,"겨자, 녹색, 생것",채소류,100,g,24,90.7,3.03,0.17,4.19,0,2.6,"2,373",0,0.05,0.12,0,농진청('13),국립농업과학원
R000728-ZZ-AVG,"겨자, 적색, 생것",채소류,100,g,24,90.9,3.54,0.27,3.57,0,2.6,"2,737",0,0.05,0.21,0,농진청('14),국립농업과학원
R000729-ZZ-AVG,"경수채, 어린잎, 생것",채소류,100,g,26,91.4,1.68,0.24,5.57,2.10,1.7,"1,245",0,0.04,0.14,0,농진청('20),국립농업과학원
R000730-ZZ-AVG,"고구마, 잎, 생것",채소류,100,g,47,86.5,3.92,0.44,7.34,0,5.8,"3,489",0,0.13,0.28,0,농진청('13),국립농업과학원
R000731-ZZ-AVG,"고구마, 잎, 데친것",채소류,100,g,41,88.8,3.44,0.62,5.80,0,5.4,"2,804",0,0.12,0.46,0,농진청('13),국립농업과학원
R000732-ZZ-AVG,"고구마, 줄기, 생것",채소류,100,g,18,94.3,0.76,0.02,3.63,0,2.2,333,0,0.02,0,0,농진청('13),국립농업과학원
R000733-ZZ-AVG,"고구마, 줄기, 데친것",채소류,100,g,17,94.8,0.59,0.05,3.64,0,2.2,295,0,0.02,0.03,0,농진청('13),국립농업과학원
R000734-ZZ-AVG,"고구마, 줄기, 삶은것",채소류,100,g,14,95.9,0.45,0.05,2.88,0,1.8,292,0,0.02,0.03,0,농진청('13),국립농업과학원
R000735-ZZ-AVG,"고구마, 줄기, 말린것",채소류,100,g,332,4.9,6.07,0.47,75.53,17.11,34.1,"4,241",0,0.43,0.02,0,농진청('13),국립농업과학원
R000736-ZZ-AVG,"고구마, 줄기, 삶아서 말린것, 삶은것",채소류,100,g,23,94.1,0.48,0.11,4.96,0,4.5,429,0,0.04,0.06,0,농진청('13),국립농업과학원
R000737-ZZ-AVG,"고구마, 줄기, 껍질 포함, 생것",채소류,100,g,23,93.0,0.88,0.03,4.96,1.52,3.5,370,0,0.02,0.01,0,농진청('13),국립농업과학원
R000738-ZZ-AVG,"고구마, 줄기, 껍질 포함, 데친것",채소류,100,g,22,93.6,0.74,0.06,4.65,0.33,3.1,335,0,0.02,0.04,0,농진청('13),국립농업과학원
R000739-ZZ-AVG,"고구마, 줄기, 껍질 포함, 삶아서 말린것, 삶은것",채소류,100,g,33,91.3,0.52,0.06,7.51,0,7.4,509,0,0.05,0,0,농진청('13),국립농업과학원
R000740-ZZ-AVG,"고들빼기, 생것",채소류,100,g,29,91.2,1.6,0.5,5.8,-,-,-,-,-,-,-,농진청('07),국립농업과학원
R000741-ZZ-AVG,"고들빼기, 이고들빼기, 생것",채소류,100,g,39,87.6,2.5,0.4,8.2,-,3.3,-,-,-,-,-,농진청('09),국립농업과학원
R000742-ZZ-AVG,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",채소류,100,g,32,90.6,3.47,1.38,3.29,0.35,-,"4,421",0,0.07,0.17,0,농진청('16),국립농업과학원
R000743-ZZ-AVG,"고려엉겅퀴(곤드레), 야생, 말린것",채소류,100,g,275,10.6,20.5,3.9,53.9,-,-,-,-,-,-,-,농진청('87),국립농업과학원
R000744-ZZ-AVG,"고려엉겅퀴(곤드레), 재배, 말린것",채소류,100,g,310,5.0,5.6,2.8,76.4,-,-,-,-,-,-,-,농진청('91),국립농업과학원
R000745-ZZ-AVG,"고비, 야생, 생것",채소류,100,g,28,91.1,1.72,0.13,6.41,2.09,3.7,"1,575",0,0.05,0.07,0,농진청('13),국립농업과학원
R000746-ZZ-AVG,"고비, 야생, 삶은것",채소류,100,g,25,92.4,1.58,0.16,5.43,0,3.5,"1,507",0,0.04,0.11,0,농진청('13),국립농업과학원
R000747-ZZ-AVG,"고비, 야생, 말린것, 삶은것",채소류,100,g,31,91.0,1.68,0.26,6.84,0,4.0,"1,539",0,0.10,0.14,0,농진청('13),국립농업과학원
R000748-ZZ-AVG,"고비, 야생, 삶아서 말린것",채소류,100,g,299,5.2,17.95,1.70,67.51,7.61,36.2,"14,454",0,0.50,1.12,0,농진청('13),국립농업과학원
R000749-ZZ-AVG,"고비, 재배, 생것",채소류,100,g,28,90.8,2.1,0.1,6.2,-,-,-,-,-,-,-,농진청('98),국립농업과학원
R000750-ZZ-AVG,"고사리, 생것",채소류,100,g,22,92.3,2.90,0.17,3.80,0.20,3.4,"2,399",0,0.10,0.07,0,농진청('14),국립농업과학원
R000751-ZZ-AVG,"고사리, 데친것",채소류,100,g,21,92.9,2.74,0.24,3.55,0.43,2.7,"2,090",0,0.12,0.11,0,농진청('14),국립농업과학원
R000752-ZZ-AVG,"고사리, 말린것",채소류,100,g,261,12.2,25.8,0.6,54.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R000753-ZZ-AVG,"고사리, 삶아서 말린것",채소류,100,g,273,7.1,27.85,2.11,56.58,0,42.0,"26,851",0,1.55,1.31,0,농진청('14),국립농업과학원
R000754-ZZ-AVG,"고수(향채), 생것",채소류,100,g,33,87.9,4.6,0.2,5.6,-,-,-,-,-,-,-,농진청('93),국립농업과학원
R000755-ZZ-AVG,"고추, 싹, 생것",채소류,100,g,21,92.9,2.6,0.1,3.8,-,-,-,-,-,-,-,농진청('84),국립농업과학원
R000756-ZZ-AVG,"고추, 빨간색, 생것",채소류,100,g,85,77.4,3.12,2.73,15.34,5.48,10.2,"2,683",0,0.49,2.12,0,농진청('15),국립농업과학원
R000757-ZZ-AVG,"고추, 빨간색, 녹광, 생것",채소류,100,g,41,85.7,2.3,1.3,6.9,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000758-ZZ-AVG,"고추, 빨간색, 수비초, 생것",채소류,100,g,77,78.3,3.7,1.8,14.8,-,-,-,-,-,-,-,농진청('05),국립농업과학원
R000759-ZZ-AVG,"고추, 빨간색, 말린것",채소류,100,g,312,13.6,13.88,8.71,57.47,-,35.8,"10,057",0,1.73,6.54,0.01,농진청('15),국립농업과학원
R000760-ZZ-AVG,"고추, 연두색, 시레나, 생것",채소류,100,g,19,94.1,1.0,0.1,4.4,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R000761-ZZ-AVG,"고추, 초록색, 녹광, 생것",채소류,100,g,27,92.6,1.4,0.8,4.6,-,-,-,-,-,-,-,농진청('01),국립농업과학원
R000762-ZZ-AVG,"고추, 초록색, 시레나, 생것",채소류,100,g,23,92.9,1.1,0.1,5.4,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R000763-ZZ-AVG,"고추, 풋고추, 생것",채소류,100,g,29,91.1,1.71,0.19,6.42,1.80,4.4,"1,024",0,0.04,0.13,0,농진청('14),국립농업과학원
R000764-ZZ-AVG,"고추, 풋고추, 재래종, 생것",채소류,100,g,26,91.9,1.2,0.2,6.0,-,5.6,-,-,-,-,-,농진청('10),국립농업과학원
R000765-ZZ-AVG,"고추, 꽈리고추, 생것",채소류,100,g,33,89.6,1.83,0.13,7.78,1.98,3.2,"1,369",0,0.04,0.09,0,농진청('14),국립농업과학원
R000766-ZZ-AVG,"고추, 오이고추, 생것",채소류,100,g,23,92.9,0.99,0.12,5.51,0.76,2.7,922,0,0.03,0.08,0,농진청('14),국립농업과학원
R000767-ZZ-AVG,"고추, 청양고추, 생것",채소류,100,g,31,90.5,1.53,0.30,7.01,0.34,4.7,"1,141",0,0.06,0.23,0,농진청('14),국립농업과학원
R000768-ZZ-AVG,고추장아찌,채소류,100,g,124,59.7,2.39,0.63,31.49,11.38,4.8,"1,998",0,0.11,0.49,0,농진청('16),국립농업과학원
R000769-ZZ-AVG,"고춧잎, 생것",채소류,100,g,45,83.6,5.07,0.32,8.49,0,2.8,"4,281",0,0.14,0.16,0,농진청('13),국립농업과학원
R000770-ZZ-AVG,"고춧잎, 데친것",채소류,100,g,51,83.0,5.16,0.85,8.90,0,6.9,"4,814",0,0.18,0.63,0,농진청('13),국립농업과학원
R000771-ZZ-AVG,"고춧잎, 말린것",채소류,100,g,266,8.6,35.43,5.30,37.80,0,33.7,"31,130",0,1.12,3.95,0,농진청('13),국립농업과학원
R000772-ZZ-AVG,"고춧잎, 삶아서 말린것, 삶은것",채소류,100,g,41,86.8,4.41,0.76,6.66,0,6.5,"4,331",0,0.18,0.54,0,농진청('13),국립농업과학원
R000773-ZZ-AVG,"고추냉이, 뿌리, 생것",채소류,100,g,103,71.5,2.9,0.5,23.7,-,-,-,-,-,-,-,농진청('85),국립농업과학원
R000774-ZZ-AVG,"고추냉이, 잎, 생것",채소류,100,g,36,88.2,3.7,0.5,6.3,-,-,-,-,-,-,-,농진청('94),국립농업과학원
R000775-ZZ-AVG,"고추냉이, 줄기, 생것",채소류,100,g,24,92.6,0.9,0.2,5.6,-,-,-,-,-,-,-,농진청('94),국립농업과학원
R000776-ZZ-AVG,"곤달비, 생것",채소류,100,g,42,86.5,1.8,0.5,9.4,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R000777-ZZ-AVG,"곤달비, 데친것",채소류,100,g,35,89.3,1.8,0.5,7.4,-,-,-,-,-,-,-,농진청('02),국립농업과학원
R000778-ZZ-AVG,"공심채, 생것",채소류,100,g,17,93.0,2.2,0.1,3.1,-0.5,3.1,"-1,971",0,-,-,-,JAPAN('20),국립농업과학원
R000779-ZZ-AVG,"공심채, 데친것",채소류,100,g,18,92.4,2.2,0.1,4.1,-0.5,3.4,"-1,971",0,-,-,-,JAPAN('20),국립농업과학원
R000780-ZZ-AVG,"꾸지뽕, 잎, 생것",채소류,100,g,85,72.8,5.06,0.51,19.18,3.07,13.5,"4,000",0,0.13,0.35,0,농진청('15),국립농업과학원
R000781-ZZ-AVG,"꾸지뽕, 잎, 삶은것",채소류,100,g,61,81.0,3.93,0.51,13.15,0.98,7.2,"2,784",0,0.11,0.38,0,농진청('15),국립농업과학원
R000782-ZZ-AVG,"꾸지뽕, 잎, 말린것",채소류,100,g,282,8.9,18.25,1.40,63.30,12.44,32.3,"17,480",0,0.39,0.94,0,농진청('15),국립농업과학원
R000783-ZZ-AVG,"구기자, 순, 재래종, 생것",채소류,100,g,50,83.9,6.27,1.08,7.05,0.78,5.1,"5,547",0,0.12,0.29,0,농진청('15),국립농업과학원
R000784-ZZ-AVG,"구기자, 잎, 재래종, 생것",채소류,100,g,56,81.4,6.33,1.57,7.77,0.24,5.4,"5,979",0,0.18,0.55,0,농진청('15),국립농업과학원
R000785-ZZ-AVG,"국화꽃, 생것",채소류,100,g,25,91.5,1.4,0,6.5,-,3.4,"-1,348",0,-,-,-,JAPAN('20),국립농업과학원
R000786-ZZ-AVG,"국화꽃, 데친것",채소류,100,g,21,92.9,1.0,0,5.7,-,2.9,-956,0,-,-,-,JAPAN('20),국립농업과학원
R000787-ZZ-AVG,"국화꽃, 말린것",채소류,100,g,283,9.5,11.6,0.2,73.5,-,29.6,"-11,150",0,-,-,-,JAPAN('20),국립농업과학원
R000788-ZZ-AVG,"근대, 생것",채소류,100,g,18,93.0,1.78,0.20,3.28,0,2.7,"1,376",0,0.05,0.14,0,농진청('13),국립농업과학원
R000789-ZZ-AVG,"근대, 데친것",채소류,100,g,20,92.6,1.79,0.20,3.95,0,2.6,"1,676",0,0.04,0.16,0,농진청('13),국립농업과학원
R000790-ZZ-AVG,"김치, 갓김치",채소류,100,g,37,86.4,3.26,0.40,7.07,2.46,3.0,"1,814",0,0.08,0.30,0.01,농진청('16),국립농업과학원
R000791-ZZ-AVG,"김치, 고들빼기",채소류,100,g,88,71.6,4.1,2.7,11.9,-,-,-,-,-,-,-,영양('95),국립농업과학원
R000792-ZZ-AVG,"김치, 깍두기",채소류,100,g,38,88.9,1.43,0.19,7.54,3.55,4.3,927,0,0.04,0.14,0,농진청('16),국립농업과학원
R000793-ZZ-AVG,"김치, 나박 김치",채소류,100,g,7,97.0,0.34,0.07,1.27,0.29,1.2,276,0,0.02,0.06,0,농진청('16),국립농업과학원
R000794-ZZ-AVG,"김치, 동치미",채소류,100,g,8,96.2,0.33,0.01,1.77,0.62,0.5,312,0,0,0.01,0,농진청('16),국립농업과학원
R000795-ZZ-AVG,"김치, 배추 김치",채소류,100,g,38,88.8,1.97,0.57,6.24,2.87,4.3,"1,385",0,0.09,0.45,0,농진청('16),국립농업과학원
R000796-ZZ-AVG,"김치, 배추 김치, 봄 재배 ",채소류,100,g,39,88.4,2.22,0.67,5.95,2.38,3.6,"1,350",0,0.11,0.53,0,농진청('15),국립농업과학원
R000797-ZZ-AVG,"김치, 배추 김치, 여름 재배",채소류,100,g,38,88.7,1.84,0.49,6.56,3.22,4.6,"1,448",0,0.08,0.39,0,농진청('15),국립농업과학원
R000798-ZZ-AVG,"김치, 배추 김치, 가을 재배",채소류,100,g,37,89.3,1.85,0.54,6.10,3.05,4.6,"1,365",0,0.09,0.43,0,농진청('16),국립농업과학원
R000799-ZZ-AVG,"김치, 백김치",채소류,100,g,16,94.5,0.95,0.07,3.00,1.04,1.9,710,0,0.01,0.04,0.01,농진청('16),국립농업과학원
R000800-ZZ-AVG,"김치, 열무 김치",채소류,100,g,32,90.1,2.40,0.29,4.99,0.48,3.2,"1,534",0,0.06,0.22,0,농진청('16),국립농업과학원
R000801-ZZ-AVG,"김치, 열무 물김치",채소류,100,g,18,94.1,1.41,0.07,2.91,1.68,0.5,"1,234",0,0.02,0.05,0,농진청('16),국립농업과학원
R000802-ZZ-AVG,"김치, 오이 소박이",채소류,100,g,37,89.8,1.76,0.37,6.66,3.17,3.1,"1,131",0,0.08,0.28,0,농진청('16),국립농업과학원
R000803-ZZ-AVG,"김치, 유채 김치",채소류,100,g,62,82.4,3.5,0.8,10.1,-,-,-,-,-,-,-,농진청('04),국립농업과학원
R000804-ZZ-AVG,"김치, 유채 물김치",채소류,100,g,17,94.7,1.0,0.1,3.0,-,-,-,-,-,-,-,농진청('04),국립농업과학원
R000805-ZZ-AVG,"김치, 총각 김치",채소류,100,g,41,87.5,2.02,0.20,7.89,2.68,3.1,"1,548",0,0.05,0.14,0,농진청('16),국립농업과학원
R000806-ZZ-AVG,"김치, 파 김치",채소류,100,g,49,86.0,2.50,0.58,8.51,2.80,4.6,"1,502",0,0.11,0.44,0,농진청('16),국립농업과학원
R000807-ZZ-AVG,"김치, 얼갈이배추 김치",채소류,100,g,30,91.0,1.88,0.58,4.37,1.15,3.3,"1,256",0,0.09,0.46,0,농진청('15),국립농업과학원
R000808-ZZ-AVG,"꽃양배추(콜리플라워), 생것",채소류,100,g,27,91.4,2.17,0.48,4.84,2.28,4.6,"1,924",0,0.07,0.16,0,농진청('18),국립농업과학원
R000809-ZZ-AVG,"꽃양배추(콜리플라워), 데친것",채소류,100,g,26,91.4,2.40,0.47,4.62,2.42,3.5,"2,089",0,0.07,0.21,0,농진청('18),국립농업과학원
R000810-ZZ-AVG,"꿀풀(하고초), 생것",채소류,100,g,48,84.8,1.6,0.2,11.9,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000811-ZZ-AVG,"꿀풀(하고초), 말린것",채소류,100,g,309,9.0,8.2,4.0,71.6,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000812-ZZ-AVG,"날개콩, 미숙, 생것",채소류,100,g,36,90.7,1.9,0.2,6.5,-,-,-,-,-,-,-,농진청('87),국립농업과학원
R000813-ZZ-AVG,"냉이, 생것",채소류,100,g,41,86.2,4.23,0.27,8.06,1.28,5.3,"3,019",0,0.08,0.18,0,농진청('15),국립농업과학원
R000814-ZZ-AVG,"냉이, 데친것",채소류,100,g,49,84.2,5.09,0.50,9.19,0,8.1,"2,924",0,0.10,0.37,0,농진청('15),국립농업과학원
R000815-ZZ-AVG,"누리장나무잎, 생것",채소류,100,g,65,79.7,4.5,1.0,12.7,-,-,-,-,-,-,-,농진청('04),국립농업과학원
R000816-ZZ-AVG,"는쟁이냉이, 생것",채소류,100,g,28,90.1,2.5,0.3,5.4,-,-,-,-,-,-,-,농진청('89),국립농업과학원
R000817-ZZ-AVG,"달래, 생것",채소류,100,g,28,91.0,1.90,0.22,6.10,1.46,2.9,"1,512",0,0.07,0.14,0,농진청('13),국립농업과학원
R000818-ZZ-AVG,"당귀, 일당귀, 잎, 생것",채소류,100,g,43,86.3,3.2,0.4,8.8,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000819-ZZ-AVG,"당귀, 참당귀, 잎, 생것",채소류,100,g,39,87.8,2.6,0.7,7.4,-,-,-,-,-,-,-,농진청('09),국립농업과학원
R000820-ZZ-AVG,"당근, 뿌리, 생것",채소류,100,g,31,91.1,1.02,0.13,7.03,6.23,3.1,801,0,0.03,0.09,0,농진청('13),국립농업과학원
R000821-ZZ-AVG,"당근, 뿌리, 데친것",채소류,100,g,31,91.2,0.97,0.13,7.01,2.39,2.6,863,0,0.03,0.09,0,농진청('13),국립농업과학원
R000822-ZZ-AVG,당근 주스,채소류,100,g,38,89.0,0.44,0.09,10.03,6.87,2.1,414,0,0.02,0.07,0,농진청('15),국립농업과학원
R000823-ZZ-AVG,"당근 주스, 캔",채소류,100,g,40,88.87,0.95,0.15,9.28,3.91,0.8,-,0,0.027,0.078,0,USDA('18),국립농업과학원
R000824-ZZ-AVG,"대나무순(죽순), 생것",채소류,100,g,24,91.6,3.48,0.22,3.77,1.11,2.8,"2,495",0,0.07,0.15,0,농진청('15),국립농업과학원
R000825-ZZ-AVG,"대나무순(죽순), 데친것",채소류,100,g,30,90.1,3.2,0.3,5.5,-,-,-,-,-,-,-,농진청('93),국립농업과학원
R000826-ZZ-AVG,"대나무순(죽순), 삶은것",채소류,100,g,19,93.3,2.29,0.28,3.12,0.41,2.3,"1,543",0,0.07,0.19,0,농진청('15),국립농업과학원
R000827-ZZ-AVG,"대나무순(죽순), 삶아서 말린것",채소류,100,g,314,5.4,28.31,4.69,57.62,2.27,44.8,"26,109",0,1.17,3.31,0,농진청('15),국립농업과학원
R000828-ZZ-AVG,"대나무순(죽순), 통조림",채소류,100,g,22,92.8,2.7,0.2,4.0,-1.4,2.3,"-2,143",0,-0.05,-0.09,-,JAPAN('20),국립농업과학원
R000829-ZZ-AVG,"더덕, 뿌리, 생것",채소류,100,g,89,75.7,1.91,0.13,21.52,5.01,8.1,"1,103",0,0.03,0.08,0,농진청('15),국립농업과학원
R000830-ZZ-AVG,"더덕, 뿌리, 가루",채소류,100,g,339,5.3,11.19,0.77,78.40,15.09,35.7,"9,918",0,0.20,0.53,0,농진청('15),국립농업과학원
R000831-ZZ-AVG,"도라지, 뿌리, 생것",채소류,100,g,56,84.5,1.70,0.11,13.08,1.15,4.2,"1,062",0,0.03,0.07,0,농진청('14),국립농업과학원
R000832-ZZ-AVG,"도라지, 뿌리, 데친것",채소류,100,g,49,86.5,1.48,0.14,11.35,0.75,2.6,"1,010",0,0.03,0.10,0,농진청('14),국립농업과학원
